kind,repository,subject,status,owner,updated_at,expires_at,reason,source
repo,eliben/pycparser,,used,,2026-09-12T18:04:08Z,,Prior locally verified submission; this does not establish platform approval.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L861
repo,embeddedrpc/erpc,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L96
repo,encode/httpx,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L97
repo,eprosima/fast-dds,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L98
repo,erotemic/ubelt,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L99
repo,erwindon/saltgui,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L100
repo,eslint-stylistic/eslint-stylistic,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L101
repo,ethers-io/ethers.js,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L102
repo,evcxr/evcxr,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L103
repo,expr-lang/expr,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L104
repo,expressive-code/expressive-code,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L105
repo,fabianlindfors/reshape,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L106
repo,fabiocaccamo/django-treenode,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L107
repo,fabiocaccamo/python-benedict,,used,,2026-09-08T10:56:07Z,,Prior locally verified submission; this does not establish platform approval.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L680
repo,facebook/astryx,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L108
repo,facebookincubator/below,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L109
repo,fastapi/fastapi,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L110
repo,fastfloat/fast_float,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L111
repo,fastify/fast-json-stringify,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L112
repo,fastify/fastify-static,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L113
repo,fatal1ty/mashumaro,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L114
repo,fengyuanchen/compressorjs,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L115
repo,fgmacedo/python-statemachine,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L116
repo,filipsobol/sonda,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L117
repo,flightcontrolhq/superjson,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L118
repo,flosch/pongo2,,note,,2026-09-12T12:21:11Z,,Historical notes: Two investigated scopes were below the then-required production footprint after reuse. Recheck before treating any observation as current ineligibility.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L784
repo,foliojs/pdfkit,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L119
repo,fonttools/fonttools,,used,,2026-09-09T14:57:51Z,,Prior locally verified submission; this does not establish platform approval.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L748
repo,foxglove/mcap,,note,,2026-09-12T11:58:52Z,,Historical notes: Investigated behavior had a relevant public implementation in PR 1522. Recheck before treating any observation as current ineligibility.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L778
repo,frappe/frappe,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L120
repo,frictionlessdata/frictionless-py,,used,,2026-09-08T17:44:44Z,,Prior locally verified submission; this does not establish platform approval.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L712
repo,fsspec/filesystem_spec,,used,,2026-09-07T14:37:50Z,,Prior locally verified submission; this does not establish platform approval.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L650
repo,fxamacker/cbor,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L4
repo,gallopsled/pwntools,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L121
repo,gbdev/rgbds,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L122
repo,gdsfactory/gdsfactory,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L123
repo,georust/rstar,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L124
repo,getarcaneapp/arcane,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L125
repo,getredash/redash,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L126
repo,gfx-rs/rspirv,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L127
repo,gimli-rs/object,,note,,2026-09-05T23:04:50Z,,Historical notes: the Mach-O invariant overlaps established toolchains and the remaining GOFF round-trip gap is below the production footprint floor. Recheck before treating any observation as current ineligibility.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L502
repo,gkjohnson/three-bvh-csg,,used,,2026-09-06T00:19:55Z,,Prior locally verified submission; this does not establish platform approval.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L597
repo,glideapps/quicktype,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L128
repo,go-critic/go-critic,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L129
repo,go-git/go-git,,blocked,,,,Explicit user ban dated 2026-08-14: repository already overused for Olympus problems.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L130
repo,go-goyave/goyave,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L131
repo,go-json-experiment/json,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L132
repo,go-task/task,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L133
repo,goccy/go-yaml,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,User-maintained Olympus repository exclusion list (imported 2026-09-19).
repo,golang/geo,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L134
repo,golang/text,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L135
repo,google-deepmind/weathernext,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L136
repo,google/bumble,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L137
repo,google/mobly,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L138
repo,google/wireit,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L139
repo,googleapis/go-genai,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L140
repo,gookit/config,,used,,2026-09-07T15:02:43Z,,Prior locally verified submission; this does not establish platform approval.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L656
repo,goreleaser/goreleaser,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L141
repo,goreleaser/nfpm,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L142
repo,gotenberg/gotenberg,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L143
repo,gpac/mp4box.js,,note,,2026-09-05T21:44:06Z,,Historical notes: canonical tests require runtime fixture downloads and checkout cache setup. Recheck before treating any observation as current ineligibility.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L368
repo,graphhopper/jsprit,,note,,2026-09-05T22:17:50Z,,Historical notes: alternative break-window correction is derivative and far below the production footprint floor. Recheck before treating any observation as current ineligibility.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L437
repo,graphql-hive/graphql-scalars,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L144
repo,graphql-python/gql,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L145
repo,graphql-rust/graphql-client,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L146
repo,greatscottgadgets/luna,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L147
repo,greyhaven-ai/autocontext,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L148
repo,gurgeous/tennis,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L149
repo,gvergnaud/ts-pattern,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L150
repo,haraldk/twelvemonkeys,,note,,2026-09-05T21:53:50Z,,Historical notes: natural floating-point TIFF writer change falls below production footprint requirements. Recheck before treating any observation as current ineligibility.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L387
repo,harttle/liquidjs,,used,,2026-09-12T12:55:28Z,,Prior locally verified submission; this does not establish platform approval.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L786
repo,hashicorp/vault-action,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L151
repo,helm/helm,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L152
repo,hgrecco/pint,,note,,2026-09-12T16:52:26Z,,"Historical notes: Investigated scope was below the then-required production footprint; Earlier locally verified candidate had at most 162 meaningful production additions, below the then-required greater-than-200 threshold. Recheck before treating any observation as current ineligibility.",https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L760 ; https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L857
repo,httptoolkit/mockttp,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L153
repo,hugohe3/ppt-master,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L154
repo,hyparam/hyparquet,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L155
repo,iawia002/lux,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L156
repo,ical4j/ical4j,,note,,2026-09-05T22:02:56Z,,Historical notes: canonical suite requires an external container runtime and image. Recheck before treating any observation as current ineligibility.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L409
repo,ikawaha/kagome,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L157
repo,incu6us/goimports-reviser,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L158
repo,indexmap-rs/indexmap,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L159
repo,inducer/loopy,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L160
repo,inikulin/parse5,,used,,2026-09-12T12:57:39Z,,Prior locally verified submission; this does not establish platform approval.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L787
repo,instancio/instancio,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L161
repo,intake/intake,,used,,2026-09-12T16:50:05Z,,Prior locally verified submission; this does not establish platform approval.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L854
repo,intellism/vscode-comment-translate,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L162
repo,ipython/ipython,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L163
repo,ironclad/rivet,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L164
repo,ishepard/pydriller,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L165
repo,it4innovations/hyperqueue,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L166
repo,jac3km4/redscript,,used,,2026-09-06T00:58:58Z,,Prior locally verified submission; this does not establish platform approval.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L616
repo,jatinchowdhury18/rtneural,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L167
repo,jazzband/django-axes,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L168
repo,jazzband/tablib,,note,,2026-09-12T10:56:40Z,,Historical notes: Investigated adapter behavior had public implementation overlap. Recheck before treating any observation as current ineligibility.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L766
repo,jctools/jctools,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L169
repo,jdx/usage,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L170
repo,jeffijoe/awilix,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L171
repo,jellydator/ttlcache,,blocked,,,,Existing repository ban following a recorded task-overlap rejection on 2026-09-07.,User-maintained Olympus repository exclusion list (imported 2026-09-19).
repo,jendrikseipp/vulture,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L172
repo,jeremydaly/lambda-api,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L173
repo,jest-community/jest-junit,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L174
repo,jhd3197/serverkit,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L175
repo,jhillyerd/enmime,,note,,2026-09-12T16:43:50Z,,Historical notes: natural complete fix falls below the required production footprint; Investigated behavior had a relevant public implementation overlap. Recheck before treating any observation as current ineligibility.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L422 ; https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L851
repo,jimp-dev/jimp,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L176
repo,jkwill87/mnamer,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L177
repo,jmathai/elodie,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L178
repo,jmcnamara/xlsxwriter,,used,,2026-09-07T14:32:56Z,,Prior locally verified submission; this does not establish platform approval.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L646
repo,jonasbb/serde_with,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L179
repo,jqno/equalsverifier,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L180
repo,jsonpickle/jsonpickle,,used,,2026-09-08T10:43:17Z,,Prior locally verified submission; this does not establish platform approval.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L678
repo,jxlsteam/jxls,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L181
repo,kaggle/kagglehub,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L182
repo,kaiban-ai/kaibanjs,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L183
repo,katex/katex,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L184
repo,keajs/kea,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L185
repo,kgateway-dev/kgateway,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L186
repo,knadh/koanf,,note,,2026-09-07T15:02:43Z,,Historical notes: Investigated behavior overlapped public attempts and had maintainer-declined scope. Recheck before treating any observation as current ineligibility.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L655
repo,ksxgithub/parallel-disk-usage,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L187
repo,kubernetes-sigs/kueue,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L188
